prop_cells,n_patches,patch_area_mean,patch_area_sd,mean_nearest_neighbour,patch_cohesion,start_bp,end_bp
0.20639535926908129,1715,859.2306255835667,17633.294325405797,4.299988491141439,99.75332508515925,13.1,13.0
0.16942597330826123,1612,669.0912311780337,14410.60578854722,4.308823664229758,99.68735392134988,13.2,13.1
0.28440670271977264,1573,1467.6597222222222,26681.434189528656,4.664965646169832,99.82068382475373,13.3,13.2
0.25610482015911695,2168,1025.9398023360288,21018.828653364642,4.729985799311637,99.81923951933067,13.4,13.3
0.256889145670577,1918,1023.5638963360143,21054.461059998568,4.959250272247439,99.79418484602893,13.5,13.4
0.2128399715785734,2246,817.3729543496986,16817.456927496467,4.570279258291685,99.78640312116475,13.6,13.5
0.2692649813574102,1844,1296.487041036717,24552.50714361222,4.767778141160294,99.81388515059457,13.7,13.6
0.2167752805359879,2079,925.7816091954023,18044.933148978667,4.834067135727625,99.7883199317357,13.8,13.7
0.2449838604335703,2449,860.7462568951931,18892.292312861806,4.95615183711659,99.8120120475001,13.9,13.8
0.11765577956169279,2229,360.28914835164835,5049.619770468011,4.877155594797668,99.37430840678275,14.0,13.9
0.10600662807764218,2030,377.8113509192646,9218.299833590956,5.259930592376903,99.62532887233698,14.1,14.0
0.19795595396590146,1825,738.5841004184101,16027.941562018887,5.659557355025384,99.62756191937012,14.2,14.1
0.042627654191622136,488,662.2299651567945,5260.1440901394535,3.580808960095021,99.23467710820351,14.3,14.2
NA,NA,NA,NA,NA,NA,14.4,14.3
NA,NA,NA,NA,NA,NA,14.5,14.4
0.006303536888643272,115,540.4807692307693,3294.6965612929325,22.972921828439127,98.68495686093588,14.6,14.5
0.3121377793248476,1923,1280.3127874885006,37637.3376012755,4.659981804560486,99.88198583001635,14.7,14.6
0.07746834886583435,1891,255.4741124260355,4605.439398592015,4.736387018947137,99.44705427742713,14.8,14.7
0.07503530249799938,1547,362.0703463203463,4600.161099730646,4.36274843914002,99.37947262036278,14.9,14.8
0.07299475531376609,1544,360.016592920354,4538.720774738428,4.163705293196398,99.36217478723376,15.0,14.9
0.07446898224737407,1542,369.33036707452726,4614.9174210122965,4.130652942991682,99.35500879959056,15.1,15.0
